,Company,TypeName,Ram,Weight,Price,GPU Brand,ppi,TouchScreen,IPS,CPU Brand,SSD,HDD
1226,Dell,Ultrabook,8,1.29,78694.56,Intel,276.05353104440786,1,0,Intel Core i7,256,0
1227,Dell,Notebook,4,2.18,27804.7008,Intel,100.45467278896234,0,0,Intel Core i5,0,1000
1228,Lenovo,Gaming,16,2.6,54825.12,Nvidia,141.21200170272436,1,1,Intel Core i7,128,1000
1230,Lenovo,Netbook,16,1.3,87912.0,Intel,176.232578125,1,1,Intel Core i7,512,0
1232,Dell,Notebook,8,2.3,24988.8528,Intel,100.45467278896234,1,0,Intel Core i3,0,1000
1235,HP,Notebook,4,2.1,25467.84,Intel,141.21200170272436,0,0,Intel Core i3,0,1000
1236,HP,Ultrabook,8,1.54,117119.5632,Intel,209.80067661830358,0,0,Intel Core i7,256,0
1237,Dell,Notebook,4,2.24,39267.36,Intel,100.45467278896234,0,0,Intel Core i5,0,500
1239,Lenovo,Notebook,16,1.4,79866.72,Intel,165.6321222979323,0,1,Intel Core i7,512,0
1240,Lenovo,Notebook,6,2.2,31838.5296,AMD,141.21200170272436,0,0,AMD Processor,256,0
1241,Asus,Ultrabook,8,1.45,68198.4,Intel,165.6321222979323,0,0,Intel Core i7,256,0
1242,Acer,Notebook,4,2.4,19276.704,Intel,100.45467278896234,0,0,Intel Core i3,0,500
1243,Dell,2 in 1 Convertible,16,2.77,95850.72,Nvidia,127.33567783598265,1,0,Intel Core i7,512,0
1244,HP,Notebook,4,1.54,58607.46719999999,Intel,157.35051618303572,0,0,Intel Core i5,256,0
1245,Asus,Gaming,16,2.5,85248.0,Nvidia,141.21200170272436,0,1,Intel Core i7,256,1000
1246,Dell,Notebook,4,1.6,46620.0,Intel,111.93520682198661,0,0,Intel Core i5,0,500
1247,Asus,Gaming,16,2.34,123876.0,Nvidia,141.21200170272436,0,1,Intel Core i7,256,1000
1248,Lenovo,Notebook,8,2.3,30529.44,Intel,141.21200170272436,0,1,Intel Core i5,256,0
1249,Dell,2 in 1 Convertible,8,1.24,96596.64,Intel,276.05353104440786,1,0,Intel Core i5,256,0
1250,Dell,Notebook,4,2.2,17262.72,Intel,100.45467278896234,0,0,Other Intel Processor,0,500
1251,HP,Notebook,4,1.86,21258.72,AMD,100.45467278896234,0,0,AMD Processor,0,500
1252,Lenovo,Notebook,6,2.4,30316.32,Nvidia,141.21200170272436,0,0,Intel Core i3,128,0
1253,Lenovo,Notebook,8,1.9,57116.16,Intel,157.35051618303572,0,1,Intel Core i5,256,0
1254,Dell,Notebook,4,2.2,23655.7872,Intel,100.45467278896234,0,0,Other Intel Processor,0,500
1255,Asus,Notebook,4,2.0,18061.92,Intel,100.45467278896234,0,0,Other Intel Processor,0,1000
1256,Asus,Gaming,16,4.0,101232.0,Nvidia,127.33567783598265,0,1,Intel Core i7,128,1000
1257,Dell,Notebook,4,2.29,26107.2,Intel,100.45467278896234,0,0,Intel Core i3,0,500
1258,Lenovo,Notebook,8,2.32,47685.6,AMD,141.21200170272436,0,0,Intel Core i7,0,0
1260,Lenovo,2 in 1 Convertible,4,1.8,44382.7728,Intel,157.35051618303572,1,0,Intel Core i5,128,0
1261,Asus,Ultrabook,8,1.2,38841.12,Intel,165.6321222979323,0,1,Other Intel Processor,512,0
1262,Dell,Notebook,6,2.3,24455.52,Intel,100.45467278896234,0,0,Intel Core i3,0,1000
1263,Acer,Notebook,4,2.4,15397.92,Intel,100.45467278896234,0,0,Other Intel Processor,0,500
1264,Dell,Notebook,2,2.2,20193.12,Intel,100.45467278896234,0,0,Other Intel Processor,0,500
1265,Lenovo,Notebook,8,2.6,47898.72,Nvidia,141.21200170272436,0,1,Intel Core i7,0,1000
1266,HP,Notebook,6,2.04,29303.4672,AMD,141.21200170272436,0,0,AMD Processor,0,0
1267,Dell,Notebook,8,2.3,42943.1472,AMD,100.45467278896234,0,0,Intel Core i7,0,1000
1268,HP,Netbook,2,1.17,11135.52,Intel,135.09421512998384,0,0,Other Intel Processor,0,0
1269,Asus,Notebook,4,2.2,38378.6496,Nvidia,100.45467278896234,0,0,Intel Core i7,0,500
1270,Lenovo,2 in 1 Convertible,4,1.8,33992.64,Intel,157.35051618303572,1,1,Intel Core i7,128,0
1271,Lenovo,2 in 1 Convertible,16,1.3,79866.72,Intel,276.05353104440786,1,1,Intel Core i7,512,0
1272,Lenovo,Notebook,2,1.5,12201.12,Intel,111.93520682198661,0,0,Other Intel Processor,0,0
1273,HP,Notebook,6,2.19,40705.92,AMD,100.45467278896234,0,0,Intel Core i7,0,1000
